
 -000964797 |   C   :  C
 6037  |   O  :O
   384493   |  C :C
 -803690  |   A  :  A

 0922821|N  :   N
   00446316| W   :   W

 -001 |B   :Y
893960 |  L: G
  000205749  |  A  :   U
   00977647   |   X:X
  0000599010 |  J :  J
 476434   |E:  M
  -0000287698  |T  : T
   0000057508| E   :  E
   00229330   |D  : D
  00426387|  O:O
 -00395784|A:   A
   00000746749|J  :   Y
 -00000777803 | D   :   D
  000055788  | U:   O
00239213   |   V   :  V
   00000742827   |  K : K

   410944   | B :B
 000000120039  |   V:V
000061435  | L   :  L
01 |  V:  V
00396627   |   H:   H
 -151144|  Q :   Q

-000898679|Y:   C
  -00226376 |  X  :U
 852966   |Q :  P

   000000884953   | H :  H
 000277174   |A  :   A

   00000818496   | T :  T
-0001 |   Q  :Q
 00000185385|   A  :   A
 -000114024|   E :   U
  000323586 |A:A
000585511 | S : R
 -001 |   B   : I
-0000657931   | M:   M
   -868146  |  Y :Y
00788070  |  C:G
   00990027  |   N: N

  0939724   |   S  :  T
 -000174666 |P :E
  0204785   |  L:   L
0950497 |   P  :  P
   000778311 |   T :  Q

00221441 |P : P
 254187|A   :   A
 -00406445   |  A   :A
   00000928875|Y :  W
-00545139  |   L   :  O
   0000838550 |   U : U
0000553261|  B   :  B
   0358008|   B  : B
  520722  |   H :H
  00331329   |  K:  K
  00000258862 |Z   : Z
000199415  |   T  :T
  000000209218  |  P   :P
  0116935   |  P   :   P
 000000954031| F:F
-000359252   |   O  :  N
 00855448   |   N :N
-0000589389   |V   :  N
   -0374183 |W  :   C
 00000931823  |O   :  D
   000000626268|   L   :   L
 -0765350  |   D:D
  000000881983 |   G:  G
   0164343|   S   :   F
   0356818|  W:  W
  0000334873  | W  :D
   -000708667   | Q   :  M
00837924   |  C  :C
  0000384325| F   :  D
  -00000381672  | A:  N

  000000761328  | I   : I

00911636 |T :F
 000000887658   |U   : U
  00769512|A:   A
   -00000993844|  W   :W
000000179641   |  X  : X
 0312038|C   : C

  0000000|  S  : F
  0923058  |  K  :R
0000614449  |  J:   J
  -000000964947  |O:   O
119255|  D   : D

021917   |T  :   E
 000826229  |H  : H
  533719 | F:F

 -1|   C  : E

   0000437787  |J   : J


000000323180  |   F   :  F
   000000   | K:K
   000417578| X  :X

  000000952373   |V :  V
 0695736  |S  :S
   000366139 |W:  W
   0000656841|   R   :  R
   000422290  | H :   O
   067272   |   B: B
00000514189   |  K   :   K
   000000801270| J   :   J
  000484197 |   K:   K
0000302342   | O   :  O
 0000393737|   J:  S

  0921214 | F  :F
   00000229918 |   Y :  X
-000935161   |  M   : M
  -00000859438  |M:   M
   00917168   |  V :   B



000059875   |V: V
-0001 |  N  :  S

  319283   |  F   :F

 00000853465  |   F   : F
   0730631 |X   :   J
   00000978638  |C:L
00090073| R  :  R
0974612| X  :V
 00000475161 | V :F
   070669   |C:  C
  913273  |   U: R
000256931   |  I  :I
  00000911815 |   D  :  A
  000282630  | Y: Y

00608514 | X  :   D
00610133   |  Z  : Z
   0996029|H :  Z
  0872519 | V  :V
  00115777  | P   :  L
000000581026|K   :K
   -000000834027|   B  :   B

  0000435036 |  X:   Q
000000552497   |   M:  M
  571874 |   N  :O
   00000327555  |  K: T
 000272487|T   : T
 000000697470   |G : G
  00586288  |   P:  P
   241965  | X  :   X
   -0000736420|   V:  J
  000809760 |  L : L
000000185105  |G  :   G
  81070  |R   : R
-000000648444  |   T:T
 0000783079   |O: O
-0000111428   |L:  L
  -00766515   |   W  :   W
  00000834489  |X   : F
  0000762053 |   K  :   K
  000000680568| D  :  Y
000000310065 | S:  S
   0000394702   |A:   A
  -1 |Q  :  F
  00000946562   |D: P
   00000519468   |J   :  J
   00255642| Y   : Y
  -00000158885|   Y:Y
 000104721   |M : M
 00316583  |  W  :T
  000878184 |  C  :S
-000001  |I   :  I
000000251301 |  Z  :   Z
  128277   |   Q :  Q
   00000559687  |   Z:  Z
  000688725  |  K :K
 -00356471  |X   :   X
   000637055 |   R   : A
  00049085  |F  :   F
00544895   |H :H
  -00000875479|  Y :  Y
0000606480 |   L   :W

  000000530553  |   L: I
   0000186250  |N :N
   000000745154   | R  :   R

 289631   | E   :E
 0616540| U : U
 00000842883  |B: B
-00000416021  |  I  :   I
 000740402|   M  : M

  0738177|  J   :   P
  000219978  |  I:  I
 000223769  | G   : G
   424232  |U  : U
 -00001   |  F: F
   000841058| Z :  Z
 -000483571 |  U  :   J
  00000|  K :  V
  00196542| C  :N
-00084955 |  D :  J
 000137517  | S   :T
   000000295935   |  H :H

  000288283 |Z:   Z
   00000798439   |   U   :   U

   -000912445|F   :U
 0030512|  K   :U
000000667518   |  K  : K
000551197 | M :  K
 000354201|P :  P
  0000275430  |  J :  T
 0000804219   |Y :   V
0482611   |   S  :   S
   942675  |   O:O
 00000121390  |   I:   I
0000750688  |  Z   :  U
000000672755| Z  :Z
  000   |  T   : T
   -912339  |K   :K
 00000842891 |  T: T

 333820  |   S   :  S
0000511127   |   B  :D
   0621032  |   Y:Y
  0000294909   |   P :   P
   0000744402| Z :  Z

  00000922589  | N   :F
   01784 |   G : W
 0527501|   X:H
  -0000119556| M   :   M
 00136545   |  E:E
  0000272378|   B:   B
  818473|N: N

   -910094   |  T   : T
  00065628   | Q  :U
 -802856  |  W   :   A
  -00934538| C :C
 00942444|   O  :   O
   0000777342   |   D:  D
   0878683| P :  J
  0000237392  |  D :   M
   000029499  |   C :   C

 00000041690   | L  :   I

  000000738760  | Z:Z

   000000333252  |  H  :H
607187   |  A   :  N
 -000916297   | L : L
000422109  | G :  G
   000981850   | X:  X
 -000838855 |   O:   O
  -00007710  | U  :U
0287551  | U :J


000125858| M  :M
000000830581  | Z : O
  00000778877|   X :V
 000000276937  |   O:D
 00778106 | I : I
0000588190  |   Y : Y
   0130648   |  J :J
0000590295 | F : E
000882247 | Q  :Q
-0001 |B : B
 000000171259 |  J  :J
00673408   |   Z : T
   00000638110   |V :V
 00000267632 |  V :  V
 -0358073|  X: K
 -657857  |   A   :  A
   0000788246  |  F   :  B
 00727978  | C   :   W
  000000522757  |   Z  :   Y
 55686| K   :K
  -0000061518| F   :J
 -00000205812 | P   :   P
 -0000169337 |  L  :F
000880497   |  L   : B
 000509477 |   S :  S
000114956|X : X
   0863529|  O   :U
 0870645 |  R :   R
  885779   |  O   :O
 -0000516529   |   Q: Q

 0501028  |  T   : T
  0916173|  V   :   V
 0000540462   | B:  B
 092043|   E   :   X
   -00000182296|U:  U
 000011460 | R:   R

34122   |  J   :  J
  0000477022  |   E   :   E
000843891   |X   :  U

000000602008  |J: J
   00575683  |  T   : T
   542582 |E   :  E
  -000607262   | F:   F
0000520154|   Z   :C
  00392013 |  J   :J
 0000205431|   S   :  S
   294104   | E:E
-433940  |C:C
  000000677048| A: A
  00935514 |   E   :Y
   2354  |  J  :  J
 000363758  |   C  :C
  00000903804|   U   :U
 000000138792|W  :W
 000110062   |C:  C

 00000036871 |   A   : A
  -0000001|O:  O

 00021911 | X  : X
  00000672910 |   Q: Q
   -000000178279| X :X
   -00123286 |  J   : J

   567554   |V  :   V
000000411872 | C  :C
 0000628378 | M   :M
   000781498  | Q :   Q
000714719 |R  :   R
 000694706   |N   :   N
  -0000456860   | Q   : W
   000000667077 |   P  :P
  000000513540|  T   : T
-00000065678   |  P:   G
  689713   |  B:  F
   -000337545 | D:  C
   0231527|  H   : H
488614  | M : M
 00736030   |   N: N
 0000383737|M  :  M
  0000699775  |  L  :  Z
 00088338|G  :H

  000450600| E:   S
153393 |  P: P
000893047 |F: A

   210848  | J   :  J
  000205363 | Y: Y
  0000510773|  A   :  A
0000143647  |O: O
   0000018555| J   :   J
  000803443| N   : A
  138897  |Z   :   Z
   0 |  G   :   G
 000954810|  R   :  R

 0000939923  |  A:   A
   000262573   |  M: M
   00390880 |   X :   X
  359077  |S:   S

  944134   |   B: S
  0000490850  |R   :  C
 000000453786   |  G:  G
  00727600 | C   :  G
000000619618  |   S :   M


-000882406| M  : H
 -00000254490  |  D  :D
 -447975 |Z:  Z
00000452548 |R :I
   000826642 |   Q:  Q
 -0000754661 |  C:N
-153112|  B: B
000000117020 |   P   : X
 00757863   |L:   L
 00000910675  |  K   :   D
00000812787   |   B : B
 00401480  | Q  : Q
  -0000968932   | L   :   L
  000000343497|M:M
   000922468 | A   :  A
059478|  U  :  A
0443777|   O   :J

  00000082480| O:O
   0000226108|   W  : R
   000395257 | M:  M
   000209436   |M:M
 -1  | Z  :  Z
000217086 |   G   :G
  000000507230  | D :D


  0000013507|  V :   T


 00000781708|Y:   Z
   00000600842   |V  : K
   -000001|C   :C
   00731146   |T  :   T
604704| Q:Q

 000434897   |A:A
00000642934  | U  :U
   00000358734|   B   :B
0000196999 | T  : T

000788803  |   B : B
  00000111749 |K:   K

 -0000706678   |X:  S
   0000584701  | O: O

 000000541923  |   Y   :   Y
   00479844|  M   : M
 0226559  |P :J

 00000705220  |I  :  I
   -0283803  |  V :  F
0000933610|  J :   H
  0000853695  | V  : L
  -000572736  |   L   :   K
   000168958  |R   :U
   000000468348| W   :A
0374548|  S :S
   000000612473|   F:F
  0407868|  E :  E
   00000140759  | Q : G
   00401749   | W:W
   000000148634   |G   :  G
 00000191480   |   S   : S

   989204  |  D  :   Y
0000726533 |   G   :   G

 0852489 |   N :Q
  0000142656|   T: T
 0000725959   |  V  :   F
  00000924700   |   G   :G
   0000000|   X:  X

 0558671 |   F   :   F
  0981547   |   X:  K
 000617002 |J:J
   00816755 |  M :M
   000015691  | F  :   F
   000000877183 |K :   K
  00562665 |   A   :   A
 -23246| C :  C
   00792850|   D  :   D
 000000882742  |   F:K
 -00000376405   |L:  S
  000014357  |Z  :Z
   000584061   |O:O
   237297   | U :   U

  -000394373   | X :   X
 00000449765 |I   :   I
00238745   |  D   :   V
  -00918430   |  D   :   M
   -0001|  N  :  N
 820691   |  W  : W
   00723660 |   H :   H
 312370   |E:  A
 00000418556 |   I:   I
00270978 |Z :  Z
   -0023824  | P   :   P
 0000245948   |W   :  W
   00000728607 |  Q   :  Q
   00401164 |  Y :  Y
00000268626|  J   :  J
 0872087  |N :   N
 000265639   | D:D
  0000153808 |  P: P
   -0000001|   L  :  L
  090851 |   R :  R
  -00000558296| V:   N
 00541509   |   B :  B
 -000038129|A   :  A
 000627346 |   I  : I
 00000616813 | D  :   V
0459928  |O  :O
 000000637136| K :  K
  0522572 |   U   :U
 0000295571  |O : E
00000344879| E  :  G
 0000832955  |  R:Z
   00000253784 | K : K
  000856361  |  D   :D
 0000593284|   T :  T
 294916|   C  : C
000000306741   |A   :   A
 000000742270 |  G :   G
00874230   |  C  : C

 -000001   | K  :   K
 00586909  |  Y:   Y
 985607   |   W:W
0112252  | S:   A

  00117599   |   B  :   B
   00844874   |  X:X
0364900|D   :R
 -00000616621  |P :   Q
   0491732   |N :  B
 015547  | T:T
 000000858651 |   O   :   O
   471852 |  P  : P
  -001|  K   :V
   0000342600 |  A :X
  00000270007   |  L   : M
  000000950317  |   Y   :A
  -0000001  |  K : K

  0000956542   |G :  G
-000000757160   |Z :  Z

0000774437 | G   :R
   000 |   Z:  Z
 0000256616  |  W :  N
0000905550  |   D:   D
  099240  |  Z:E
 -0000637593  | F:F
  00049293|G  :G
 087817   |   S  :  S
  -00028046|  N :   U
 -0892894   |  J:A
 000000589914 |  T:  T
00000334535 | B : C
00209161   |  Z :   Z
  0724783  |Z   :  L

   -00000151249| N:   Q
   0000058893   | K:   K
  0581346   |   N  :   N
-371842|   D:  D
  -00000163067   | B   : B
0000750280 | V  :J
 -00000481618| S   :   R
  000740410 |   X: N
  00068593| U:  U
 00161282  | Y : Y
  000000476216  | L:L
00000012498 |  T  :T
  000670371 |F:F
000000939520   |   N: N
   606897 |K :   T
 000573472|   D  : D
   00470423|   X   : X
  00397346  |   S  : S

-0352720|  D  :D
 0190407   |E  :   V
0329567| H:  M

  0600396  |   P :   P
   -000478234|  Y :   Y
   0000728945 |G:  H

00046767 |   O   :   O

  00085951 |   L  :  T


 -00495469|   B :   R
 00075215  |  B   : U
  -00000308227|A   :M
0812113|  V   :C
   00000646627| Y   :   Y
 000000469818|   T  :T
00000207496   |   O   :  P


   0   |T: T

0000016117   |X :X
852622|   F:   F
   000527708  | B   :   V
  0582859  |U :D
-0153789 | R   :R
 0440439   |  F  :  D
-00000749390|  I: I
  0000007670   |  Q:Q
-00164289|  G  :  G
 -000000911534   | S: C
   000962871  | D   :  D
0524460  |P :Y
   0608390  |N  :  N
 000000521948| Y  :Y
-00688409|   B   :B
   0039369 |W :   W
 943630 |H: H

000554112  | Q:  B
  -0000079390   |   B :B
   000044279   |  T   :  C
   -00276422|   C :C
   0000001 |S:   S

000000435219   |H : H
  111430 | J   :F
 00933795   | K: K
   00000065368 |   J : J

   000209846 |  K:   K
 00931002 | D  :   G

  0000571241  | Z : Z
   -00000212951  |G :   Y

   0   |  B   : B
 0482531| J  :J
00000123667  |  G :  G
00320225 |  X :X
  779762|L   :   L
  -964799|  E  :  E

  -000000466928   |  X :  X
 00000232745 | E   :   E
 0189653   | N   :N
  000610502|   C   : C
  0037215   |   U :   U
  000793905  |E   :E
  000033355  | U :   U
 00000197334 |  B   : B
   0206054  | L   :  Z
  00093957 |   Z  :Z
   00659873|T :T
 000000548104 | R  :T
   00746852  |   H:O
  0258075 |  Y:Y
000052800|  N :N
   000626923  |  I :I
0000721466|   Y :  Y
  00000711500   | J  :   J
 0966628| T:  X
  -0000756364   | M   :N
  000000226219   | Q   :S
   000  | R  :R
  -0338107 |  K   :  K
   0000926264 |   V : O
   00000| F  :U
 -00000088361 |  Q   :Q
  633603  |  C:   C

000529512  |P :   P
00000886611 |   K :   K
0867933  |  V  :  V
 000555332  |  O  :Y
 0522710 |  I :   I
0000721257  |   G   : P
   00000027588 |O :O
  0000061186| J :   P
264810 |J :   J


0001  | M :M
 -681614  |  S   :   S
  00000770136  |  M  : M
   000931932  |   G :  G
   -00417020| I   :I
 000207739  |   K   :   K
 000000409996  | X :  X
  629070 |  C   : C
  0928796 |S   : J
  554107  |U: U
  01   | Y  :Y
  -000428055 |   Y:  Y
  -00548541  |  J  :H
  0000757048 |   X :   X
  0683665 | Z   :  Z
  00901043   | N  :N



   -000080398|  X :  X
  0439058   | Z :   Z
 -060140|  B :B

  00077181   | W : P
 00555817   |   V:   V
000000315927 | K  :K
  000482137|  N  : J
 00467663 |C  :  C
 00947516  |   P : L
  -00790152 | I:  D
   000533039 | V  : V
  0923018 |   P :   P
  -00000627452 |  C :   U
00990135   |  T:T
 000000 |   W  : W
 00010885 |   O :O
  -1  |  H  : H
  00514328 |  V :  O
0813648 |O:   O
000000748577   |V:V
  000777171 |   J  :J
  0262032  |   S  :   H
00000  | R   :   E
   00222302 | H:   H
 000831196  |  V : V
  00000484858  | T :  T
  323925   |T   :T


-00868811  | B   :B
901936|  P:  P

 00345037| C   :   C

 -849330  |B  :  B
00228703   |   W :W
   281163 |   I  :   M
-288262 |   F  :  E
  000849068 |L  :L
 000143265 |  M: M
 000000615612|   J: J
  000633|I:   I
 556755   |   D   :D
 00466638  |   B :B
  0000658623 | Y  :  Y
  000000256401|T :   T
 -000000206733  |E   :   C
 -000000251147 | R   : R
 -222811  |  T  : T
  0000056842 |B :   B
   0369375 | D   :   R
 00058726  |X   : X
   -00802605   | E   :   E
 0000776768  |  T   :   T
 000000551922 |  D   : D
 000084761  |V   :   V

-0000549805   |  I :  I
  000085757  | F:  F
  -00984929|   Y  :   Y
517803   |  R:   R
   093832|  D  : D
   -000221721|   Q : L

0000189691   |H:  H
 00000997134   | I  :   I
 -00743341  | P:  P
   00000255496 |  R  :   R
   000000544759   | H : H
  000814542   |G   : G
  0000206368 |   X:H


-00295587  | Z:Z
 0260053   | U  :L
   000183|  F :   W
0000093273  |   V  : V
  -000000622394  |  N  :  N
 0905297   |   I   :   I
000000  | H  :  H
   -000000118982 |  Q: Q
  -00476238   |   I   :   I
 -00000897907 |   E :   E
   000094397 | B  : B
   0000799617   |  S :   S
  367372   |C   :C
000000592551 | E  :   E
  000000350167   | F :F
000904298| U  : U
  0000387574   |  W : W
 00000307454  | A:  A
 00000574869|  Q   :Q
 000000922230 |O  : X
  -0000001 | E:   E
  00000814061   |  Q :Q
00042568  | H: Z
 00000018848|   N :Z
  000000347311|  K   :   K
  00006945  |M: M
  0000257483   |   V:  G
   0000  |   C  : S
  903606  |  O :   P
  -000519955  |   L :   L

0447034  | A : A
 -000664850  | P :   P
  000000807015|   X  :I
865495 |   P   :   P
   0000047772   |I  :  I

  65002   |   G:   G

 -0671248|O  : Y
00024038   | H  :  H
  00000769019 |E:   E
   00214314|U: U
00000934012 |  F  :F

 000432751|  P   :   P
00703847  |  U   :   U
 000166825  |S   :  S
 000064348  |  L   :L
00000200206 |  B  :B
00000612799   |  I :I
  0357131  |   I:  I

 000000902653 |  K: X


 052547|  O :G
   0212168 |A   :A
   0696747|  J: J
442312|   G:G
000000198064  |M   :  M
  60804|   V: M

   0994827   |   N  :N
 0070801  |   U :U
564053  |  A:  A
   000850772 |  V   :   V
  000714351 |  I  :  F
  0631909   |  Z   :  Z
   00984723|  T   :   T
 0735004 |K: K
  -00000543595   |   Z  :  Z
0945796|   V  :   P
-0000301747  |   J:  S
   0482141   |   F   : F
  00635923 | Y :Y
 00657264   |  N  : N
  -00000608772|T : T
946166  |  G:   G

660428  |H  :H
   0000532169   |K :   J
  00000189248  |Y :   Y
000000263963 |Z  :  B
000000834901  |  H:   H
 -00000547852   |M:M
483029   |  W :   D
-000000298010 |L :   M
0419400|S:  S
 000439270|   W :   W
  0000472324|   V   : V
 -0460869  |   H  :S

   0000418954   |   B  :  B
  -00731569   |   K:   Q
   -000000729803   |   H  :  H
-0172183 |H :   H
000771152  | Z   :   Z
  -707707   |   S   :S
 000555329  |   X:   X

   000000190269 |   D  :  D
   406510|   V   :V
000827870  |I  :I
 0330753| N :  F
-000391784   |   Q   :Q
  000848765 | E :O
 0317039  | Q   :   Q


000000221626 |   U   : U
 0433495| B   : B
00000606724|  V:   R
   -0000949145| O  :O
  0000422392 | W   :   W

0000352731  |   C  :   C
   000057795| Y:  Y
00000426052|M  : M


 -4094 | L:   L
878030   |   M  : M
   00000921170   |C:   C
  000706998  | J  :  J
000107031   |   Z :Z
 0000403325  | M  : W
 0000757692 |J:   J
  00105379   |H:   R
  00000550365| U : H
   0000811329   |  W: X
  00000342104| J :J
 0000413210  |J: J
00000897973   |  K  :Z
 000606646  |  Z  : Z
-0000546600|H  :   W
  -0001|   E  :   E
   0164492|  X:   X
0001691 |  F  :F

 481573  |   J   :   K
  -000210813 |G : G
 0000497869  |K  :E
0602104   |B :   B
  00033584|   A  :   I
-00000869512   |O :  J
   -000000289781 |  E :   O
   00862100|  U:   X

000042180   |   R  :F
000001 |  H   :   S
 256884|   B :   B
  0945284  |  L  : L
-00000916373  |  N :   N
   357795|L:  L
0034605 |  G  :G
  0947415 |U  :  U

   -657758  |  H :H
  -0428314  |  Z   :  Z
   429370 |  I: I
 00| W   :   W
 0000795541   |  S :  S
  182913 |I :   R
000000375984   |   N:  N

   0000429094  |   W :W
  0411390   | Z  : E
-0000223429|Q:Q
   -000999477  | T   : T
 -0001| K  :  K
00765253  | U  :  U
  305841 |I: S
-000000587458|  V :V
024922 |   H :   H
 00000162505  |   T  :   W
  0979918   |X :   X
   857265   | F:   K
 00000033073   | I  :A
  -000465487   |  P   :P
 00000  |W :   W
 000286396  |A:  A
   0000398034|  G :  G
   196494   |  T :  T
  00000029241|E  :L
 123068 |M  :W
00005479   |N  : N
 00348404|   Y:  T
  00000752010  |C  :   C
  -0000053810   |  B   :  B
103477|K   :  P
  -000804944   |  W :W
   701617  | G   :  G
 000792197 | A  : A
 71778   | R  : R
  000870908 | A :A
  -635101 |  W  : W
  0  |Z:   I
  -00000866523   | F   :  F
   0000961140  |  E :   E
 00596153|U  :  J
 0881427|   N   :N

   000000655993|T:S

 072207|  G   : G
   00000234655|   Q:W
   -0000765330   |W:  W
0000588664   |   T: T
00796434  |S  : S
  737492 |   L:   L
   840292 | U :  U
 000491639  |   Y  :  Y
00000843012| G   :  T
 000000970925 |Q   :   X
 00932640  |  K :  K

-00474960  |  I :I
 000000590133  |   Y :   Y
00567577  | M :   M
   -909484|   E  :E
  0052310 |  U:   U
  00000257310   |  E  :E
  0685067 |R  :   R
0928013 |F  :  F
 0000037874 |  M:M
-000000848227 |   O :O

 00000799709  |   L :  L
 -000038332   | X :  X

00000  |  N : N
0000970669  | U:  U

   000388344  |   B   :B
  000000214384 |   Z: Z
   000000522275|  E  :Z
 -0166943 |  J :   J
00000423829   |  S :   S
  000000634713  |Z :   Z
000000330691 |  T   :  V

   000598869   |  Q   :Q
0738739   |  H  :H

 631674|S:   N
  001626  | I:   I
   -0157026  |   R:   R
 804202   |  E   :  E
0000560670|M   :   M
 -00912790   |   Y:  R
0000109455  |N :  N
  00169846 |S:   E
 000000653684  |  O  :O
  00672098|   S  :  S
 -000000453676|   O   : B
000  |H : H
   653828   |   O   :O
  -0564232   | F : Z
  673784|L  : M
00568660|   W:W

 0944547   | D :   D
   -000000529400   |  K : K
   00000973290|N   : N
   000000701039  |  T :  T
  -0000232915 | A   :   E
   0000450851 |   X:X
 008790|L : A
 0000201934|  S   : B
 0000772823 |   T   :T
   000964443 | I:  I
 672947   |  F  :   F
00000546061  | S : S
390494  |   O   :O

-00000312084  |  O  :   O
   00387354  |   R :   O
00723383  |  B :   B

   -00000634350 |  V   :  S
  -794763   |A  :   F
00000657025| S:   S
-0754283|  K   :K

   00748084 |   P:   P
 -00425939|V  :V
   -000000534033| J:   J
  -00000374609  |D   : D
 -0000437486 |   I :  I
  000576379|   H :  H
   0000047192 | Q : I
   000000910122   | K   : I
   526247  |   G   :  G
  0288345   | N:   N
  -00272008  |I : I
  0000399696|  L:L
  000000826958   |Y :  V
 -56446 | D  :   D
 -0000445042|  H  :   H
 00434786|   X :  X

 000000333289  |  B:B
   00969136   |  E   :   E
00207692|Z  :   Z
  000992834|   V : N
 428202| L   :  L
  000007833 | N   :   N
00327668  | M:  M
   000000428885 |   Y:U
 809759   |   D:D
0000859103 |  Q  :  C
0000111893|L  :D
  312472   |  X  :  X
 0000798496 |M :   J
00666631 | Q  : I
 00000 | F  :  G
00335939  |W   :   W
   0888060  |  N  :  N
   913115   |G  :   G
 725422   |T :T

 -000810713  |  R  :  R
  0 |D   :  D
 0000317248|F   :   F
  0012290|   K :  K
000552592   |E  :   W
 0066246   | H  :  H
  0000950833   |   L   : M
 00012165  |   K  :I
  000547456  |   E:   H

   0241243  | N  :   X
0000704515  |   D:   D
  -00441285 |   E:  E
   7817|   I   :   I
  00000199598  |  K:  K
 463020  |  G   :  G
-838369  |  X :X

000446306|  X   :X
 0000068262|   U :   B
   -00096488 | D  :   D
  00330090 |   W :W

00849740 |  F   :   F
  000000950566  |J   :  J
-0000186969   |I  :   I


   00000983750|   W   :   T
  -518884|  S:S

  -00000879796 |T: T
000947500 |   Q : Q
 000000444987  | I: I
  00  |   G   :   G
  -00489415  | G : G
-0436342   |M:  H
  0000099815  |  M : P

 52927   | T : T

21751  | B  :   B


   00000746780 |S:  I
 0000897678   | Z :   Z
 00000506103   |   M  :  M
  000000466692 |H  :  H
   824677 |   E :H
 -0676716  |  N   :   Z
  -0573346   | P:  P
   000497823   |   H  :   N
000108149|  P: E
  987677   |   Y  :Y
   00033829 | G: G
  -000000728535 | G:G
 00|F   :F
 0000706852  |   S: S
